0.130867945	0.206034105	0.184476937	0.129990341	0.20312641	0.232050736	0.181663674	0.176778445	0.325442652	0.324428181	0.20654641	0.24180001	0.257398762	0.25504983	0.277411474	0.239078503
0.459673312	0.832958121	0.77687827	0.808273275	0.354010612	0.734624361	0.822884786	0.557952414	0.4213591	0.575278902	0.661732612	0.813314488	0.440052008	0.485182891	0.787457439	0.732659416
0.130063786	0.237212472	0.211900092	0.260704529	0.219259852	0.217053216	0.236863101	0.1572245	0.309188762	0.288984327	0.29358544	0.434235086	0.277133849	0.324200133	0.329375595	0.365582854
0.117112775	0.067201615	0.048367553	0.069595538	0.135575333	0.055281904	0.10090781	0.077453954	0.225623864	0.153198155	0.128467939	0.176666869	0.204712403	0.195851094	0.166548129	0.185568484
0.301190215	0.34061692	0.264133541	0.217045024	0.28669059	0.331824372	0.230127217	0.179924552	0.371635806	0.400500096	0.236895192	0.330387984	0.30691374	0.220772174	0.247161615	0.156482691
0.25079401	0.248124313	0.242006103	0.201347504	0.223997275	0.31601952	0.273609839	0.096338729	0.378188929	0.31926436	0.232588662	0.325325795	0.347699157	0.361656743	0.348932351	0.292507606
0.391371967	0.490412477	0.487681141	0.478989848	0.278191631	0.495114921	0.386724048	0.284820251	0.457132938	0.701286528	0.585831449	0.649828147	0.428472209	0.345063775	0.309641152	0.325466683
0.216605167	0.139655092	0.114167083	0.078112198	0.225280687	0.245776324	0.201390845	0.073192439	0.292217925	0.251547437	0.192461262	0.204462435	0.296050122	0.329425112	0.282970218	0.177145242
0.179655321	0.113687052	0.084061194	0.05620361	0.141939949	0.108050994	0.162680165	0.061310376	0.329719136	0.345771304	0.16448817	0.227362163	0.314319267	0.299305932	0.215574266	0.170795458
0.803929312	0.766478305	0.468696335	0.312129355	0.679456012	0.803855267	0.67953088	0.27942332	0.827302794	0.839555532	0.528877571	0.363737107	0.892129544	0.867005356	0.933063481	0.364003981
0.19595857	0.168800536	0.0830824	0.105013018	0.263976152	0.287229537	0.25250832	0.047150552	0.319235436	0.307916706	0.226876277	0.290749334	0.409109271	0.724610406	0.74023688	0.339554314
0.415927639	0.202424602	0.168725552	0.137340902	0.228402684	0.348361798	0.266223633	0.048002056	0.422343812	0.716024026	0.547489095	0.360673758	0.553602881	0.496349902	0.501229584	0.256258987
0.314051299	0.454853916	0.528315096	0.673371822	0.236431921	0.39338469	0.601594813	0.226413128	0.507800188	0.856747951	0.845246322	0.819133182	0.599566446	0.686622731	0.99017672	0.695555377
0.319983264	0.260585358	0.194102685	0.129013753	0.297796473	0.372368903	0.331467361	0.080828795	0.401329184	0.404404019	0.276208868	0.304571034	0.457994534	0.577421546	0.5598458	0.305966584
0.485862432	0.419413241	0.238908461	0.201295711	0.43724205	0.541531725	0.455089476	0.143323618	0.647901397	0.634841206	0.498195104	0.347838181	0.775378953	0.722492974	0.780673	0.367368288
0.182340612	0.14995354	0.084398809	0.080982387	0.182597142	0.121215988	0.20673255	0.05632631	0.560710628	0.320727543	0.304863928	0.389969395	0.395186881	0.356617617	0.326609082	0.206885881
0.523235816	0.342641825	0.131477599	0.126618521	0.495068714	0.539397057	0.448227929	0.052265665	0.448056634	0.410405766	0.263447284	0.301115609	0.588971426	0.693084423	0.521946123	0.239789376
0.157289405	0.151409266	0.142281606	0.132755107	0.200929581	0.221495344	0.185315311	0.057243764	0.513722657	0.569713804	0.444967045	0.292200581	0.575812248	0.492558281	0.419239004	0.13732508
0.210235025	0.221167818	0.180826401	0.159729077	0.208500966	0.292845649	0.34168726	0.07553888	0.423374818	0.421802285	0.367646709	0.407463996	0.612436593	0.563042379	0.488130874	0.293770136
0.242042706	0.238696564	0.234949362	0.121780076	0.206990199	0.295540294	0.346355946	0.101964383	0.49210987	0.572548599	0.458411095	0.360411652	0.63720264	0.612320459	0.510520848	0.250204785
0.260338394	0.20700273	0.146899541	0.122922892	0.173973646	0.28524951	0.293743602	0.060911335	0.372929899	0.388582266	0.280638102	0.274404281	0.641588233	0.577014221	0.476228066	0.263249109
0.274326224	0.205393679	0.166459802	0.098213722	0.250235438	0.245353323	0.275599468	0.056927401	0.39106936	0.312825523	0.252950479	0.301204516	0.6092298	0.717109429	0.644280387	0.305123323
0.165229947	0.168105127	0.125277021	0.111351883	0.202367572	0.192930332	0.268718101	0.067990859	0.452001085	0.35857439	0.268415223	0.447823082	0.465810515	0.577498299	0.401952926	0.28785937
0.511820485	0.494620855	0.320969331	0.108700648	0.343346701	0.458437376	0.555659464	0.10568341	0.57065189	0.694002717	0.619574388	0.507611526	0.96053411	0.862627674	0.748027799	0.379469592
0.26142598	0.182054744	0.18599884	0.123565775	0.21322205	0.280661792	0.286165095	0.086907203	0.332878833	0.352271341	0.383523342	0.350076957	0.551540922	0.513249239	0.451048355	0.26162021
0.197536388	0.166350559	0.143378728	0.15791115	0.186537799	0.28757023	0.322313307	0.070099126	0.339445094	0.402347191	0.444567056	0.47707097	0.59442177	0.538489429	0.417871235	0.313891481
